datetime_utc,temp_c,rh_pct,rain_mm,is_day,sunshine_sec,shortwave_wm2,wind_speed_ms,datetime_local,date,hour,dow,datetime_hour,RRP,TOTALDEMAND,REGION,datetime_utc_dt,is_weekend,temp_c_lag_1h,temp_c_lag_6h,temp_c_lag_12h,temp_c_lag_24h,temp_c_lag_48h,TOTALDEMAND_lag_1h,TOTALDEMAND_lag_6h,TOTALDEMAND_lag_12h,TOTALDEMAND_lag_24h,TOTALDEMAND_lag_48h,RRP_lag_1h,RRP_lag_6h,RRP_lag_12h,RRP_lag_24h,RRP_lag_48h,TOTALDEMAND_rolling_3h,TOTALDEMAND_rolling_6h,TOTALDEMAND_rolling_12h,TOTALDEMAND_rolling_24h,RRP_rolling_3h,RRP_rolling_6h,RRP_rolling_12h,RRP_rolling_24h,temp_c_rolling_3h,temp_c_rolling_6h,temp_c_rolling_12h,temp_c_rolling_24h,CDH,HDH,CDH_daily_cum,HDH_daily_cum,temp_hour_interaction,temp_weekend_interaction,solar_hour_interaction,temp_bin
2025-07-06 00:00:00+00:00,12.224,68.0,0.0,1.0,3600.0,210.0,1.8,2025-07-06 00:00:00+00:00,2025-07-06,10,6,2025-07-06 00:00:00+00:00,83.65821327626625,10550.44744234574,VIC1,2025-07-06 00:00:00+00:00,1,,,,,,,,,,,,,,,,10550.44744234574,10550.44744234574,10550.44744234574,10550.44744234574,83.65821327626625,83.65821327626625,83.65821327626625,83.65821327626625,12.224,12.224,12.224,12.224,0.0,2.776,0.0,2.776,122.24000000000001,12.224,2100.0,10-15°C
2025-07-06 00:00:00+00:00,12.224,68.0,0.0,1.0,3600.0,210.0,1.8,2025-07-06 00:00:00+00:00,2025-07-06,10,6,2025-07-06 00:00:00+00:00,142.81118602677526,8687.392926304274,VIC1,2025-07-06 00:00:00+00:00,1,,,,,,,,,,,,,,,,9618.920184325007,9618.920184325007,9618.920184325007,9618.920184325007,113.23469965152076,113.23469965152076,113.23469965152076,113.23469965152076,12.224,12.224,12.224,12.224,0.0,2.776,0.0,5.552,122.24000000000001,12.224,2100.0,10-15°C
2025-07-06 01:00:00+00:00,14.073999,59.0,0.0,1.0,3600.0,337.0,2.9024127,2025-07-06 01:00:00+00:00,2025-07-06,11,6,2025-07-06 01:00:00+00:00,53.10894593077706,6334.23252210733,VIC1,2025-07-06 01:00:00+00:00,1,12.224,,,,,10550.44744234574,,,,,83.65821327626625,,,,,8524.024296919115,8524.024296919115,8524.024296919115,8524.024296919115,93.1927817446062,93.1927817446062,93.1927817446062,93.1927817446062,12.840666333333333,12.840666333333333,12.840666333333333,12.840666333333333,0.0,0.9260009999999994,0.0,6.478000999999999,154.813989,14.073999,3707.0,10-15°C
2025-07-06 01:00:00+00:00,14.073999,59.0,0.0,1.0,3600.0,337.0,2.9024127,2025-07-06 01:00:00+00:00,2025-07-06,11,6,2025-07-06 01:00:00+00:00,49.45053307320936,5426.848863695632,VIC1,2025-07-06 01:00:00+00:00,1,12.224,,,,,8687.392926304274,,,,,142.81118602677526,,,,,7749.730438613244,7749.730438613244,7749.730438613244,7749.730438613244,82.25721957675698,82.25721957675698,82.25721957675698,82.25721957675698,13.1489995,13.1489995,13.1489995,13.1489995,0.0,0.9260009999999994,0.0,7.404001999999998,154.813989,14.073999,3707.0,10-15°C
2025-07-06 02:00:00+00:00,15.474,54.0,0.0,1.0,3600.0,384.0,4.1046314,2025-07-06 02:00:00+00:00,2025-07-06,12,6,2025-07-06 02:00:00+00:00,44.51883839298118,5828.625601381848,VIC1,2025-07-06 02:00:00+00:00,1,14.073999,,,,,6334.23252210733,,,,,53.10894593077706,,,,,7365.509471166964,7365.509471166964,7365.509471166964,7365.509471166964,74.70954334000183,74.70954334000183,74.70954334000183,74.70954334000183,13.6139996,13.6139996,13.6139996,13.6139996,0.0,0.0,0.0,7.404001999999998,185.688,15.474,4608.0,15-20°C
2025-07-06 02:00:00+00:00,15.474,54.0,0.0,1.0,3600.0,384.0,4.1046314,2025-07-06 02:00:00+00:00,2025-07-06,12,6,2025-07-06 02:00:00+00:00,41.03546315050094,4029.836476903252,VIC1,2025-07-06 02:00:00+00:00,1,14.073999,,,,,5426.848863695632,,,,,49.45053307320936,,,,,6809.563972123012,6809.563972123012,6809.563972123012,6809.563972123012,69.09719664175168,69.09719664175168,69.09719664175168,69.09719664175168,13.923999666666667,13.923999666666667,13.923999666666667,13.923999666666667,0.0,0.0,0.0,7.404001999999998,185.688,15.474,4608.0,15-20°C
2025-07-06 03:00:00+00:00,16.324,53.0,0.0,1.0,3600.0,403.0,5.6920996,2025-07-06 03:00:00+00:00,2025-07-06,13,6,2025-07-06 03:00:00+00:00,26.189304571424067,6564.718852090778,VIC1,2025-07-06 03:00:00+00:00,1,15.474,,,,,5828.625601381848,,,,,44.51883839298118,,,,,6145.275873747186,6774.586097832694,6774.586097832694,6774.586097832694,59.519045190944645,62.96749777456201,62.96749777456201,62.96749777456201,14.607332999999999,14.266856857142857,14.266856857142857,14.266856857142857,0.0,0.0,0.0,7.404001999999998,212.21200000000002,16.324,5239.0,15-20°C
2025-07-06 03:00:00+00:00,16.324,53.0,0.0,1.0,3600.0,403.0,5.6920996,2025-07-06 03:00:00+00:00,2025-07-06,13,6,2025-07-06 03:00:00+00:00,32.54901412544895,6749.245366510112,VIC1,2025-07-06 03:00:00+00:00,1,15.474,,,,,4029.836476903252,,,,,41.03546315050094,,,,,5822.2512804481585,6771.418506417371,6771.418506417371,6771.418506417371,41.142016540723596,59.16518731842288,59.16518731842288,59.16518731842288,15.290666333333334,14.523999750000002,14.523999750000002,14.523999750000002,0.0,0.0,0.0,7.404001999999998,212.21200000000002,16.324,5239.0,15-20°C
2025-07-06 04:00:00+00:00,16.424,52.0,0.0,1.0,3600.0,343.0,5.7599998,2025-07-06 04:00:00+00:00,2025-07-06,14,6,2025-07-06 04:00:00+00:00,53.85901094012136,7578.273807731033,VIC1,2025-07-06 04:00:00+00:00,1,16.324,,,,,6564.718852090778,,,,,26.189304571424067,,,,,6029.591494718777,6861.069095452222,6861.069095452222,6861.069095452222,41.26702737561431,58.57561216527827,58.57561216527827,58.57561216527827,15.682333166666668,14.735110888888888,14.735110888888888,14.735110888888888,0.0,0.0,0.0,7.404001999999998,229.93599999999998,16.424,4802.0,15-20°C
2025-07-06 04:00:00+00:00,16.424,52.0,0.0,1.0,3600.0,343.0,5.7599998,2025-07-06 04:00:00+00:00,2025-07-06,14,6,2025-07-06 04:00:00+00:00,40.847490515407735,5248.689018494128,VIC1,2025-07-06 04:00:00+00:00,1,16.324,,,,,6749.245366510112,,,,,32.54901412544895,,,,,5999.898187185191,6699.831087756413,6699.831087756413,6699.831087756413,39.83318694931404,56.802800000291214,56.802800000291214,56.802800000291214,16.074,14.9039998,14.9039998,14.9039998,0.0,0.0,0.0,7.404001999999998,229.93599999999998,16.424,4802.0,15-20°C
2025-07-06 05:00:00+00:00,15.924,54.0,0.0,1.0,999.441,198.0,4.3349743,2025-07-06 05:00:00+00:00,2025-07-06,15,6,2025-07-06 05:00:00+00:00,52.460308252431105,6138.849806382232,VIC1,2025-07-06 05:00:00+00:00,1,16.424,,,,,7578.273807731033,,,,,53.85901094012136,,,,,6051.602221351922,6648.83278944967,6648.83278944967,6648.83278944967,41.15676525922236,56.40802802321302,56.40802802321302,56.40802802321302,16.149,14.996727090909092,14.996727090909092,14.996727090909092,0.0,0.0,0.0,7.404001999999998,238.85999999999999,15.924,2970.0,15-20°C
2025-07-06 05:00:00+00:00,15.924,54.0,0.0,1.0,999.441,198.0,4.3349743,2025-07-06 05:00:00+00:00,2025-07-06,15,6,2025-07-06 05:00:00+00:00,56.65988632199754,5225.678220194937,VIC1,2025-07-06 05:00:00+00:00,1,16.424,,,,,5248.689018494128,,,,,40.847490515407735,,,,,6250.909178567203,6530.236575345108,6530.236575345108,6530.236575345108,43.76083578780513,56.42901621477839,56.42901621477839,56.42901621477839,16.224,15.073999833333334,15.073999833333334,15.073999833333334,0.0,0.0,0.0,7.404001999999998,238.85999999999999,15.924,2970.0,15-20°C
2025-07-06 06:00:00+00:00,16.324,57.0,0.0,1.0,0.0,107.0,1.0182338,2025-07-06 06:00:00+00:00,2025-07-06,16,6,2025-07-06 06:00:00+00:00,53.06679744175579,5512.353380859433,VIC1,2025-07-06 06:00:00+00:00,1,15.924,12.224,,,,6138.849806382232,10550.44744234574,,,,52.460308252431105,83.65821327626625,,,,6075.514933361978,6110.395403554582,6451.937868076979,6451.937868076979,48.24041793286042,53.87973156190253,56.17038400146897,56.17038400146897,16.224,15.4156665,15.170153692307691,15.170153692307691,0.0,0.0,0.0,7.404001999999998,261.184,16.324,1712.0,15-20°C
2025-07-06 06:00:00+00:00,16.324,57.0,0.0,1.0,0.0,107.0,1.0182338,2025-07-06 06:00:00+00:00,2025-07-06,16,6,2025-07-06 06:00:00+00:00,54.10913149825454,5880.681664906108,VIC1,2025-07-06 06:00:00+00:00,1,15.924,12.224,,,,5225.678220194937,8687.392926304274,,,,56.65988632199754,142.81118602677526,,,,5930.754316427978,5876.502798438069,6411.133853564774,6411.133853564774,51.83377082832802,46.4878936845258,56.023151679810795,56.023151679810795,16.224,15.757333166666667,15.252571285714286,15.252571285714286,0.0,0.0,0.0,7.404001999999998,261.184,16.324,1712.0,15-20°C
2025-07-06 07:00:00+00:00,15.724,61.0,0.0,1.0,811.09235,46.0,1.609969,2025-07-06 07:00:00+00:00,2025-07-06,17,6,2025-07-06 07:00:00+00:00,88.14923709993481,10251.367325302048,VIC1,2025-07-06 07:00:00+00:00,1,16.324,14.073999,,,,5512.353380859433,6334.23252210733,,,,53.06679744175579,53.10894593077706,,,,6376.269902689814,6202.930698704295,6667.149418347259,6667.149418347259,57.54880852163026,49.40791794862228,58.16489070781906,58.16489070781906,16.107333333333333,15.89483325,15.283999866666667,15.283999866666667,0.0,0.0,0.0,7.404001999999998,267.308,15.724,782.0,15-20°C
2025-07-06 07:00:00+00:00,15.724,61.0,0.0,1.0,811.09235,46.0,1.609969,2025-07-06 07:00:00+00:00,2025-07-06,17,6,2025-07-06 07:00:00+00:00,72.4035095791204,9030.601216946092,VIC1,2025-07-06 07:00:00+00:00,1,16.324,14.073999,,,,5880.681664906108,5426.848863695632,,,,54.10913149825454,49.45053307320936,,,,7006.588602431809,6503.243394808501,6814.865155759686,6814.865155759686,62.80814503224903,51.32066599078153,59.0548043872754,59.0548043872754,15.990666666666664,16.032333333333334,15.311499875,15.311499875,0.0,0.0,0.0,7.404001999999998,267.308,15.724,782.0,15-20°C
2025-07-06 08:00:00+00:00,14.674,66.0,0.0,0.0,0.0,0.0,2.0991426,2025-07-06 08:00:00+00:00,2025-07-06,18,6,2025-07-06 08:00:00+00:00,114.91225978093146,9753.129640852305,VIC1,2025-07-06 08:00:00+00:00,1,15.724,15.474,,,,10251.367325302048,5828.625601381848,,,,88.14923709993481,44.51883839298118,,,,7608.968574843487,6830.285398097705,6987.704243118075,6987.704243118075,73.21680362033243,57.18678443977739,62.34053705749046,62.34053705749046,15.782333333333334,15.96566666666667,15.273999882352943,15.273999882352943,0.0,0.3260000000000005,0.0,7.730001999999999,264.132,14.674,0.0,10-15°C
2025-07-06 08:00:00+00:00,14.674,66.0,0.0,0.0,0.0,0.0,2.0991426,2025-07-06 08:00:00+00:00,2025-07-06,18,6,2025-07-06 08:00:00+00:00,110.39918305646572,9269.473426780314,VIC1,2025-07-06 08:00:00+00:00,1,15.724,15.474,,,,9030.601216946092,4029.836476903252,,,,72.4035095791204,41.03546315050094,,,,8282.934442607717,7266.921810587461,7114.469197765978,7114.469197765978,82.17335307607712,62.96709443194112,65.0104618352113,65.0104618352113,15.574000000000003,15.899000000000001,15.240666555555556,15.240666555555556,0.0,0.3260000000000005,0.0,8.056002,264.132,14.674,0.0,10-15°C
