datetime_utc,temp_c,rh_pct,rain_mm,is_day,sunshine_sec,shortwave_wm2,wind_speed_ms,datetime_local,date,hour,dow,datetime_hour,RRP,TOTALDEMAND,REGION,datetime_utc_dt,is_weekend
2025-07-06 00:00:00+00:00,12.224,68.0,0.0,1.0,3600.0,210.0,1.8,2025-07-06 00:00:00+00:00,2025-07-06,10,6,2025-07-06 00:00:00+00:00,83.65821327626625,10550.44744234574,VIC1,2025-07-06 00:00:00+00:00,True
2025-07-06 00:00:00+00:00,12.224,68.0,0.0,1.0,3600.0,210.0,1.8,2025-07-06 00:00:00+00:00,2025-07-06,10,6,2025-07-06 00:00:00+00:00,142.81118602677526,8687.392926304274,VIC1,2025-07-06 00:00:00+00:00,True
2025-07-06 01:00:00+00:00,14.073999,59.0,0.0,1.0,3600.0,337.0,2.9024127,2025-07-06 01:00:00+00:00,2025-07-06,11,6,2025-07-06 01:00:00+00:00,53.10894593077706,6334.23252210733,VIC1,2025-07-06 01:00:00+00:00,True
2025-07-06 01:00:00+00:00,14.073999,59.0,0.0,1.0,3600.0,337.0,2.9024127,2025-07-06 01:00:00+00:00,2025-07-06,11,6,2025-07-06 01:00:00+00:00,49.45053307320936,5426.848863695632,VIC1,2025-07-06 01:00:00+00:00,True
2025-07-06 02:00:00+00:00,15.474,54.0,0.0,1.0,3600.0,384.0,4.1046314,2025-07-06 02:00:00+00:00,2025-07-06,12,6,2025-07-06 02:00:00+00:00,44.51883839298118,5828.625601381848,VIC1,2025-07-06 02:00:00+00:00,True
2025-07-06 02:00:00+00:00,15.474,54.0,0.0,1.0,3600.0,384.0,4.1046314,2025-07-06 02:00:00+00:00,2025-07-06,12,6,2025-07-06 02:00:00+00:00,41.03546315050094,4029.836476903252,VIC1,2025-07-06 02:00:00+00:00,True
2025-07-06 03:00:00+00:00,16.324,53.0,0.0,1.0,3600.0,403.0,5.6920996,2025-07-06 03:00:00+00:00,2025-07-06,13,6,2025-07-06 03:00:00+00:00,26.189304571424067,6564.718852090778,VIC1,2025-07-06 03:00:00+00:00,True
2025-07-06 03:00:00+00:00,16.324,53.0,0.0,1.0,3600.0,403.0,5.6920996,2025-07-06 03:00:00+00:00,2025-07-06,13,6,2025-07-06 03:00:00+00:00,32.54901412544895,6749.245366510112,VIC1,2025-07-06 03:00:00+00:00,True
2025-07-06 04:00:00+00:00,16.424,52.0,0.0,1.0,3600.0,343.0,5.7599998,2025-07-06 04:00:00+00:00,2025-07-06,14,6,2025-07-06 04:00:00+00:00,53.85901094012136,7578.273807731033,VIC1,2025-07-06 04:00:00+00:00,True
2025-07-06 04:00:00+00:00,16.424,52.0,0.0,1.0,3600.0,343.0,5.7599998,2025-07-06 04:00:00+00:00,2025-07-06,14,6,2025-07-06 04:00:00+00:00,40.847490515407735,5248.689018494128,VIC1,2025-07-06 04:00:00+00:00,True
2025-07-06 05:00:00+00:00,15.924,54.0,0.0,1.0,999.441,198.0,4.3349743,2025-07-06 05:00:00+00:00,2025-07-06,15,6,2025-07-06 05:00:00+00:00,52.460308252431105,6138.849806382232,VIC1,2025-07-06 05:00:00+00:00,True
2025-07-06 05:00:00+00:00,15.924,54.0,0.0,1.0,999.441,198.0,4.3349743,2025-07-06 05:00:00+00:00,2025-07-06,15,6,2025-07-06 05:00:00+00:00,56.65988632199754,5225.678220194937,VIC1,2025-07-06 05:00:00+00:00,True
2025-07-06 06:00:00+00:00,16.324,57.0,0.0,1.0,0.0,107.0,1.0182338,2025-07-06 06:00:00+00:00,2025-07-06,16,6,2025-07-06 06:00:00+00:00,53.06679744175579,5512.353380859433,VIC1,2025-07-06 06:00:00+00:00,True
2025-07-06 06:00:00+00:00,16.324,57.0,0.0,1.0,0.0,107.0,1.0182338,2025-07-06 06:00:00+00:00,2025-07-06,16,6,2025-07-06 06:00:00+00:00,54.10913149825454,5880.681664906108,VIC1,2025-07-06 06:00:00+00:00,True
