datetime_utc,temp_c,rh_pct,rain_mm,is_day,sunshine_sec,shortwave_wm2,wind_speed_ms,datetime_local,date,hour,dow,datetime_hour,RRP,TOTALDEMAND,REGION,datetime_utc_dt,is_weekend
2025-07-06 00:00:00+00:00,18.651,74.0,0.0,1.0,3600.0,315.0,1.484318,2025-07-06 00:00:00+00:00,2025-07-06,10,6,2025-07-06 00:00:00+00:00,125.187209540038,10578.352097408122,QLD1,2025-07-06 00:00:00+00:00,True
2025-07-06 00:00:00+00:00,18.651,74.0,0.0,1.0,3600.0,315.0,1.484318,2025-07-06 00:00:00+00:00,2025-07-06,10,6,2025-07-06 00:00:00+00:00,84.0892887286442,9757.705059018435,QLD1,2025-07-06 00:00:00+00:00,True
2025-07-06 01:00:00+00:00,20.901,66.0,0.0,1.0,3600.0,526.0,1.2979984,2025-07-06 01:00:00+00:00,2025-07-06,11,6,2025-07-06 01:00:00+00:00,44.250165800343,5556.251630723208,QLD1,2025-07-06 01:00:00+00:00,True
2025-07-06 01:00:00+00:00,20.901,66.0,0.0,1.0,3600.0,526.0,1.2979984,2025-07-06 01:00:00+00:00,2025-07-06,11,6,2025-07-06 01:00:00+00:00,48.9511738396816,8330.35800022394,QLD1,2025-07-06 01:00:00+00:00,True
2025-07-06 02:00:00+00:00,22.751,57.0,0.0,1.0,3600.0,495.0,8.089993,2025-07-06 02:00:00+00:00,2025-07-06,12,6,2025-07-06 02:00:00+00:00,64.9776792344048,6787.755306123132,QLD1,2025-07-06 02:00:00+00:00,True
2025-07-06 02:00:00+00:00,22.751,57.0,0.0,1.0,3600.0,495.0,8.089993,2025-07-06 02:00:00+00:00,2025-07-06,12,6,2025-07-06 02:00:00+00:00,41.38769008752751,6698.7919750334995,QLD1,2025-07-06 02:00:00+00:00,True
2025-07-06 03:00:00+00:00,23.601,52.0,0.0,1.0,3600.0,482.0,9.565437,2025-07-06 03:00:00+00:00,2025-07-06,13,6,2025-07-06 03:00:00+00:00,39.24507720640992,5874.504755879756,QLD1,2025-07-06 03:00:00+00:00,True
2025-07-06 03:00:00+00:00,23.601,52.0,0.0,1.0,3600.0,482.0,9.565437,2025-07-06 03:00:00+00:00,2025-07-06,13,6,2025-07-06 03:00:00+00:00,47.27828661626985,5689.979583435813,QLD1,2025-07-06 03:00:00+00:00,True
2025-07-06 04:00:00+00:00,23.901,50.0,0.0,1.0,3600.0,466.0,9.255571,2025-07-06 04:00:00+00:00,2025-07-06,14,6,2025-07-06 04:00:00+00:00,46.72608103091634,5132.589238645643,QLD1,2025-07-06 04:00:00+00:00,True
2025-07-06 04:00:00+00:00,23.901,50.0,0.0,1.0,3600.0,466.0,9.255571,2025-07-06 04:00:00+00:00,2025-07-06,14,6,2025-07-06 04:00:00+00:00,52.558660486177224,7184.158377158053,QLD1,2025-07-06 04:00:00+00:00,True
2025-07-06 05:00:00+00:00,23.751,48.0,0.0,1.0,3600.0,355.0,8.647496,2025-07-06 05:00:00+00:00,2025-07-06,15,6,2025-07-06 05:00:00+00:00,69.53866700248473,6865.1995087342675,QLD1,2025-07-06 05:00:00+00:00,True
2025-07-06 05:00:00+00:00,23.751,48.0,0.0,1.0,3600.0,355.0,8.647496,2025-07-06 05:00:00+00:00,2025-07-06,15,6,2025-07-06 05:00:00+00:00,36.6643739722943,7308.037533339889,QLD1,2025-07-06 05:00:00+00:00,True
2025-07-06 06:00:00+00:00,22.751,59.0,0.0,1.0,3600.0,211.0,8.942214,2025-07-06 06:00:00+00:00,2025-07-06,16,6,2025-07-06 06:00:00+00:00,52.158969713900554,7102.616623164941,QLD1,2025-07-06 06:00:00+00:00,True
